3837,7
4607,1
3876,1
7745,6
3911,1
3912,1
3919,1
7655,1
6796,7
7957,7
3958,7
3961,5
6781,5
3982,1
4023,7
5275,3
4063,1
4068,7
6797,7
4166,5
4705,5
4216,7
6035,7
4259,1
6771,1
4355,6
6339,1
7652,1
8312,4
4425,4
4489,1
4491,1
4492,1
4496,1
4524,7
4521,7
5817,7
4674,7
4704,5
4721,1
6380,1
4820,7
5780,1
7945,7
4827,5
4841,5
7591,5
6004,7
4927,1
4930,1
5042,3
5141,1
8882,1
5202,7
8444,7
5863,7
5246,6
5356,1
5773,7
5414,7
6978,5
7502,6
7083,1
6782,5
7568,1
8139,7
5639,7
8177,1
5790,1
5808,7
5935,7
6430,7
6426,7
5936,7
6077,1
7979,7
7307,7
6167,7
6650,6
6274,7
6272,7
6428,7
6429,7
8779,7
6675,1
6676,1
7145,5
7274,5
7485,1
8088,1
7569,1
7486,1
7882,7
7866,7
8617,6
8823,7
7998,6
8812,7
8618,6
8842,6
8813,7
1431,1
3217,1
5804,3
1340,1
2120,7
1069,5
796,7
1245,7
6372,7
1929,7
6105,7
3959,1
8374,1
4215,7
8789,5
1149,3
3964,1
4497,1
8268,5
5176,3
7491,5
684,6
1682,5
5611,5
2456,7
7353,6
6381,1
4606,1
981,7
3669,7
3371,7
1092,6
2212,6
3165,7
8407,6
4947,1
6883,1
3875,1
3877,6
8602,1
2230,7
6437,7
1417,7
8282,6
3812,6
8176,1
3483,1
7289,6
2995,1
4488,1
8447,6
1427,5
1135,7
2816,7
1499,7
8087,1
904,6
908,3
721,7
8364,6
3732,1
3838,7
641,7
4062,3
8448,6
3618,7
7600,7
3764,6
7529,7
579,6
5555,1
2457,7
5934,7
1579,7
3129,6
2361,6
4692,5
1856,6
6347,5
3163,6
